time_s,time_ns,time_ps,p_left,p_right,population_imbalance,omega_rad_s,tau_p_s
2.1221875511840986e-08,21.221875511840985,21221.875511840986,0.9858088054830574,0.014191194516942618,-0.9716176109661148,11253517.47192591,2.7916539530214507e-07
2.1361493113892573e-08,21.361493113892575,21361.49311389257,0.9856223680181265,0.014377631981873473,-0.971244736036253,11253517.47192591,2.7916539530214507e-07
2.1501110715944157e-08,21.501110715944158,21501.110715944156,0.9854347317289398,0.014565268271060194,-0.9708694634578796,11253517.47192591,2.7916539530214507e-07
2.1640728317995744e-08,21.640728317995745,21640.728317995745,0.9852458970787026,0.014754102921297363,-0.9704917941574052,11253517.47192591,2.7916539530214507e-07
2.1780345920047328e-08,21.780345920047328,21780.345920047326,0.985055864533579,0.014944135466421093,-0.9701117290671579,11253517.47192591,2.7916539530214507e-07
2.1919963522098915e-08,21.919963522098914,21919.963522098915,0.9848646345626895,0.015135365437310533,-0.9697292691253789,11253517.47192591,2.7916539530214507e-07
2.2059581124150498e-08,22.059581124150498,22059.5811241505,0.9846722076381114,0.015327792361888692,-0.9693444152762227,11253517.47192591,2.7916539530214507e-07
2.2199198726202085e-08,22.199198726202084,22199.198726202085,0.9844785842348762,0.01552141576512378,-0.9689571684697524,11253517.47192591,2.7916539530214507e-07
2.233881632825367e-08,22.338816328253667,22338.81632825367,0.9842837648309697,0.015716235169030313,-0.9685675296619394,11253517.47192591,2.7916539530214507e-07
2.2478433930305256e-08,22.478433930305258,22478.433930305255,0.9840877499073296,0.015912250092670388,-0.9681754998146592,11253517.47192591,2.7916539530214507e-07
2.2618051532356843e-08,22.618051532356844,22618.051532356843,0.9838905399478453,0.016109460052154745,-0.9677810798956905,11253517.47192591,2.7916539530214507e-07
2.2757669134408427e-08,22.757669134408427,22757.66913440843,0.983692135439356,0.01630786456064398,-0.9673842708787119,11253517.47192591,2.7916539530214507e-07
2.2897286736460014e-08,22.897286736460014,22897.286736460013,0.9834925368716501,0.016507463128349886,-0.9669850737433001,11253517.47192591,2.7916539530214507e-07
2.3036904338511598e-08,23.036904338511597,23036.9043385116,0.9832917447374636,0.016708255262536387,-0.9665834894749272,11253517.47192591,2.7916539530214507e-07
2.3176521940563185e-08,23.176521940563184,23176.521940563183,0.9830897595324788,0.01691024046752121,-0.9661795190649576,11253517.47192591,2.7916539530214507e-07
2.331613954261477e-08,23.316139542614767,23316.13954261477,0.9828865817553235,0.017113418244676493,-0.965773163510647,11253517.47192591,2.7916539530214507e-07
2.3455757144666356e-08,23.455757144666357,23455.757144666357,0.9826822119075693,0.017317788092430675,-0.9653644238151387,11253517.47192591,2.7916539530214507e-07
2.359537474671794e-08,23.59537474671794,23595.37474671794,0.9824766504937309,0.017523349506269104,-0.9649533009874618,11253517.47192591,2.7916539530214507e-07
2.3734992348769526e-08,23.734992348769527,23734.992348769527,0.9822698980212642,0.017730101978735813,-0.9645397960425284,11253517.47192591,2.7916539530214507e-07
2.387460995082111e-08,23.87460995082111,23874.609950821112,0.9820619550005656,0.01793804499943441,-0.9641239100011312,11253517.47192591,2.7916539530214507e-07
2.4014227552872697e-08,24.014227552872697,24014.227552872697,0.9818528219449705,0.018147178055029578,-0.963705643889941,11253517.47192591,2.7916539530214507e-07
2.415384515492428e-08,24.15384515492428,24153.84515492428,0.9816424993707519,0.018357500629248125,-0.9632849987415038,11253517.47192591,2.7916539530214507e-07
2.4293462756975868e-08,24.293462756975867,24293.462756975867,0.9814309877971195,0.01856901220288054,-0.9628619755942389,11253517.47192591,2.7916539530214507e-07
2.443308035902745e-08,24.43308035902745,24433.08035902745,0.9812182877462181,0.01878171225378189,-0.9624365754924362,11253517.47192591,2.7916539530214507e-07
2.457269796107904e-08,24.57269796107904,24572.69796107904,0.9810043997431266,0.01899560025687347,-0.9620087994862532,11253517.47192591,2.7916539530214507e-07
2.4712315563130622e-08,24.712315563130623,24712.31556313062,0.9807893243158561,0.019210675684143974,-0.9615786486317122,11253517.47192591,2.7916539530214507e-07
2.485193316518221e-08,24.85193316518221,24851.93316518221,0.9805730619953493,0.019426938004650673,-0.9611461239906987,11253517.47192591,2.7916539530214507e-07
2.4991550767233793e-08,24.991550767233793,24991.55076723379,0.9803556133154792,0.019644386684520898,-0.9607112266309583,11253517.47192591,2.7916539530214507e-07
2.513116836928538e-08,25.13116836928538,25131.16836928538,0.9801369788130467,0.019863021186953267,-0.9602739576260935,11253517.47192591,2.7916539530214507e-07
